City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
172,Kahului,US,2022-02-02 06:49:55,20.8947,-156.47,73.42,76,20,14.97
173,Baruun-Urt,MN,2022-02-02 06:49:56,46.6806,113.2792,3.61,73,11,6.89
174,Tuktoyaktuk,CA,2022-02-02 06:49:56,69.4541,-133.0374,-29.2,68,0,4.61
175,Ust-Tsilma,RU,2022-02-02 06:49:57,65.441,52.1498,15.17,95,100,5.48
176,East London,ZA,2022-02-02 06:49:57,-33.0153,27.9116,86.94,58,0,2.3
177,Carnarvon,AU,2022-02-02 06:49:58,-24.8667,113.6333,86.07,66,100,16.11
178,Humberto De Campos,BR,2022-02-02 06:49:58,-2.5983,-43.4611,74.39,94,92,4.54
179,Inhambane,MZ,2022-02-02 06:49:59,-23.865,35.3833,82.38,74,20,5.99
180,Sisimiut,GL,2022-02-02 06:49:59,66.9395,-53.6735,4.59,86,100,12.08
181,Bonavista,CA,2022-02-02 06:50:00,48.6499,-53.1147,20.12,78,100,19.64
182,Fort Nelson,CA,2022-02-02 06:45:09,58.8053,-122.7002,-24.21,69,0,0.0
183,Mangalam,IN,2022-02-02 06:50:01,9.7667,78.6667,87.13,36,6,9.86
184,Santarem,BR,2022-02-02 06:51:01,-2.4431,-54.7083,80.73,89,40,6.91
185,Mineral Wells,US,2022-02-02 06:51:02,32.8085,-98.1128,56.89,76,0,5.75
186,Waipawa,NZ,2022-02-02 06:51:02,-41.4122,175.5153,70.43,59,100,6.13
187,Chuy,UY,2022-02-02 06:51:03,-33.6971,-53.4616,60.91,83,4,5.53
188,Teyateyaneng,LS,2022-02-02 06:51:03,-29.1472,27.7489,74.77,41,15,4.25
189,Tautira,PF,2022-02-02 06:51:04,-17.7333,-149.15,82.42,79,33,17.67
190,Arak,IR,2022-02-02 06:51:04,34.0917,49.6892,36.64,49,0,1.7
191,Manta,EC,2022-02-02 06:51:05,-0.95,-80.7333,74.98,94,100,6.91
192,Hovd,MN,2022-02-02 06:51:05,48.0056,91.6419,0.09,84,100,3.22
193,Boda,CF,2022-02-02 06:51:06,4.3189,17.4695,77.58,21,90,5.5
194,Llangefni,GB,2022-02-02 06:51:06,53.2556,-4.3106,49.66,87,100,11.5
195,Tasiilaq,GL,2022-02-02 06:51:07,65.6145,-37.6368,4.73,90,100,6.38
196,Nantucket,US,2022-02-02 06:48:18,41.2835,-70.0995,38.14,80,75,4.61
197,Mongu,ZM,2022-02-02 06:51:07,-15.2484,23.1274,73.51,68,72,5.59
198,San Rafael,AR,2022-02-02 06:48:23,-34.6177,-68.3301,72.9,60,100,14.43
199,Dhidhdhoo,MV,2022-02-02 06:51:08,6.8833,73.1,81.93,73,39,11.79
200,Sibolga,ID,2022-02-02 06:51:09,1.7427,98.7792,84.67,66,99,3.0
201,Asyut,EG,2022-02-02 06:51:09,27.181,31.1837,58.82,38,6,3.49
202,Skala,PL,2022-02-02 06:51:10,50.2305,19.8536,36.05,95,75,16.11
203,Ponta Do Sol,PT,2022-02-02 06:51:10,32.6667,-17.1,68.13,36,100,7.23
204,Los Llanos De Aridane,ES,2022-02-02 06:51:11,28.6585,-17.9182,67.75,71,0,4.0
205,Sabang,ID,2022-02-02 06:46:20,5.8933,95.3214,82.11,70,14,9.51
206,Caravelas,BR,2022-02-02 06:51:12,-17.7125,-39.2481,74.75,96,62,5.46
207,Mareeba,AU,2022-02-02 06:51:12,-17.0,145.4333,83.44,84,100,0.92
208,Ilanskiy,RU,2022-02-02 06:51:13,56.2358,96.065,11.95,88,90,0.76
209,Beyneu,KZ,2022-02-02 06:51:13,45.3167,55.2,36.72,84,32,9.44
210,Tayoltita,MX,2022-02-02 06:51:14,24.0833,-105.9333,50.97,47,0,5.35
211,Torbay,CA,2022-02-02 06:51:14,47.6666,-52.7314,19.58,81,100,11.5
212,Christchurch,NZ,2022-02-02 06:49:15,-43.5333,172.6333,82.6,50,52,21.85
213,Kolyvan,RU,2022-02-02 06:51:15,55.3053,82.7391,23.05,91,100,6.58
214,Penzance,GB,2022-02-02 06:51:16,50.1186,-5.5371,49.21,79,100,17.4
215,Charters Towers,AU,2022-02-02 06:51:16,-20.1,146.2667,94.06,41,100,1.39
216,Waddan,LY,2022-02-02 06:51:17,29.1614,16.139,45.28,66,2,10.6
217,Goderich,CA,2022-02-02 06:47:48,43.7501,-81.7165,37.9,87,100,13.8
218,Luis Correia,BR,2022-02-02 06:51:17,-2.8792,-41.6669,77.23,85,96,11.56
219,Usinsk,RU,2022-02-02 06:51:18,65.9939,57.5281,8.96,84,100,6.04
220,Loviisa,FI,2022-02-02 06:51:19,60.4566,26.2251,22.23,96,100,3.51
221,Angoche,MZ,2022-02-02 06:51:19,-16.2325,39.9086,82.27,73,38,7.11
222,Fort Wellington,GY,2022-02-02 06:51:20,6.4,-57.6,76.28,84,99,10.11
223,Provideniya,RU,2022-02-02 06:51:20,64.3833,-173.3,10.09,60,0,21.56
224,Sitka,US,2022-02-02 06:51:21,57.0531,-135.33,30.09,86,100,24.16
225,Gurupi,BR,2022-02-02 06:51:21,-11.7292,-49.0686,71.65,93,100,2.89
226,Vaasa,FI,2022-02-02 06:51:22,63.096,21.6158,8.94,92,20,2.3
227,Qasigiannguit,GL,2022-02-02 06:52:23,68.8193,-51.1922,-2.67,97,99,5.21
228,Ilulissat,GL,2022-02-02 06:52:23,69.2167,-51.1,-2.02,98,100,5.08
229,Belmonte,BR,2022-02-02 06:52:24,-15.8631,-38.8828,77.5,85,47,4.9
230,Trinidad,BO,2022-02-02 06:52:24,-14.8333,-64.9,71.33,97,100,3.24
231,Ganzhou,CN,2022-02-02 06:52:24,28.8184,115.4327,38.82,88,100,5.53
232,Meulaboh,ID,2022-02-02 06:52:25,4.1363,96.1285,85.5,61,66,6.69
233,Kudahuvadhoo,MV,2022-02-02 06:52:25,2.6708,72.8944,83.23,74,15,13.44
234,Evensk,RU,2022-02-02 06:52:26,61.95,159.2333,18.61,76,100,18.21
235,Gizo,SB,2022-02-02 06:52:26,-8.103,156.8419,83.68,75,100,14.5
236,Puerto Baquerizo Moreno,EC,2022-02-02 06:52:27,-0.9,-89.6,73.17,88,39,5.41
237,Sharjah,AE,2022-02-02 06:52:27,25.3573,55.4033,75.18,66,20,4.61
238,Jasper,US,2022-02-02 06:52:28,37.2001,-94.3502,37.27,89,100,8.99
239,Ginir,ET,2022-02-02 06:52:28,7.1333,40.7,71.46,24,52,5.1
240,Pesochnoye,RU,2022-02-02 06:52:29,58.006,39.1772,21.31,94,100,8.19
241,Yazd,IR,2022-02-02 06:52:29,31.8972,54.3675,46.51,61,0,4.61
242,Kulhudhuffushi,MV,2022-02-02 06:52:30,6.6221,73.07,82.49,71,17,12.66
243,Agnibilekrou,CI,2022-02-02 06:52:30,7.1344,-3.2047,61.79,24,5,2.35
244,Tala,EG,2022-02-02 06:52:31,30.6803,30.9429,57.34,44,100,8.95
245,The Valley,AI,2022-02-02 06:52:32,18.217,-63.0578,76.86,77,8,12.19
246,Saint-Philippe,RE,2022-02-02 06:50:52,-21.3585,55.7679,85.55,94,100,25.19
247,Makakilo City,US,2022-02-02 06:52:32,21.3469,-158.0858,72.68,69,0,3.44
248,Cherskiy,RU,2022-02-02 06:52:33,68.75,161.3,11.84,61,100,7.0
249,Lorengau,PG,2022-02-02 06:52:33,-2.0226,147.2712,78.15,81,100,3.2
250,Bom Jesus,BR,2022-02-02 06:52:34,-9.0744,-44.3586,71.37,80,29,0.76
251,Port Hardy,CA,2022-02-02 06:52:34,50.6996,-127.4199,38.75,100,75,3.44
252,Jatiroto,ID,2022-02-02 06:52:35,-7.8833,111.1167,85.98,65,52,7.0
253,Maningrida,AU,2022-02-02 06:52:36,-12.0667,134.2667,85.15,69,93,12.97
254,Namibe,AO,2022-02-02 06:52:28,-15.1961,12.1522,73.2,63,100,10.07
255,Tandil,AR,2022-02-02 06:50:06,-37.3217,-59.1332,61.11,79,94,3.83
256,Srandakan,ID,2022-02-02 06:52:37,-7.9386,110.2506,84.9,68,47,7.2
257,Churapcha,RU,2022-02-02 06:52:37,62.0025,132.4325,-17.7,98,100,1.9
258,Mao,ES,2022-02-02 06:52:37,39.8885,4.2658,50.56,93,20,4.61
259,Haines Junction,CA,2022-02-02 06:52:38,60.7522,-137.5108,-13.05,70,100,1.14
260,Kemijarvi,FI,2022-02-02 06:52:38,66.7131,27.4306,12.92,95,100,6.29
261,Arawa,PG,2022-02-02 06:52:39,-6.2132,155.5367,82.4,78,100,7.74
262,Monte Alegre,BR,2022-02-02 06:52:39,-2.0078,-54.0692,72.45,98,87,3.15
263,Kodiak,US,2022-02-02 06:52:40,57.79,-152.4072,36.91,87,100,9.22
264,Hearst,CA,2022-02-02 06:51:07,49.6835,-83.6665,16.05,88,100,12.41
265,Alofi,NU,2022-02-02 06:52:41,-19.0595,-169.9187,75.09,94,71,3.44
266,Dingle,PH,2022-02-02 06:52:41,10.9995,122.6711,83.59,67,47,13.62
267,Mananara,MG,2022-02-02 06:52:42,-16.1667,49.7667,84.72,56,100,7.31
268,Comodoro Rivadavia,AR,2022-02-02 06:52:42,-45.8667,-67.5,64.26,39,0,11.5
269,Ulcinj,ME,2022-02-02 06:52:43,41.9294,19.2244,46.31,62,0,10.74
270,Nanga Eboko,CM,2022-02-02 06:52:43,4.6833,12.3667,70.68,76,100,2.75
271,Kargasok,RU,2022-02-02 06:52:44,59.0556,80.8572,17.11,92,100,6.64
272,Eydhafushi,MV,2022-02-02 06:53:45,5.1033,73.0708,82.44,70,4,17.0
273,Bilma,NE,2022-02-02 06:53:46,18.6853,12.9164,56.26,21,0,5.39
274,Sawakin,SD,2022-02-02 06:53:46,19.1059,37.3321,70.21,63,39,5.73
275,Qingyuan,CN,2022-02-02 06:53:47,23.7,113.0333,51.78,80,100,6.53
276,Vieste,IT,2022-02-02 06:53:47,41.8825,16.175,37.9,61,29,17.67
277,Salalah,OM,2022-02-02 06:53:48,17.0151,54.0924,79.05,37,2,4.5
278,Faanui,PF,2022-02-02 06:53:48,-16.4833,-151.75,80.87,77,4,21.27
279,Birjand,IR,2022-02-02 06:53:49,32.8663,59.2211,39.67,75,75,6.91
280,Celestun,MX,2022-02-02 06:53:50,20.8667,-90.4,72.54,78,26,12.01
281,Leh,IN,2022-02-02 06:53:50,34.1667,77.5833,9.91,66,100,1.34
282,Corinto,GR,2022-02-02 06:53:51,37.9407,22.9573,54.45,87,100,5.44
283,Ligayan,PH,2022-02-02 06:53:51,4.6533,119.4706,80.89,81,99,11.45
284,Waingapu,ID,2022-02-02 06:53:52,-9.6567,120.2641,88.65,62,21,15.59
285,Zeya,RU,2022-02-02 06:53:52,53.75,127.2667,4.62,60,30,6.31
286,Faya,SA,2022-02-02 06:53:53,18.3851,42.4509,60.91,35,1,2.19
